date,month,account_code,account_name,category,dashboard_group,is_pl,description,invoice_number,debit,credit,net_amount,journal_code,journal_name,vat_pct,year_file
2025-01-14,2025-01,1600,Crediteuren,,,False,Disposable Group B.V. Factuurnummer 20245720,20245720,100.87,0.0,100.87,1100,Rekening-courant bank,0,0
2025-01-14,2025-01,1600,Crediteuren,,,False,Taxes & More Factuurnummer: 2024386,2024386,60.5,0.0,60.5,1100,Rekening-courant bank,0,0
2025-01-14,2025-01,1600,Crediteuren,,,False,LingoXpert 2024-010,2024-011,278.3,0.0,278.3,1100,Rekening-courant bank,0,0
2025-01-14,2025-01,1600,Crediteuren,,,False,"[Deel van € 710,27] Signshop Amsterdam B.V. Factuurnummer : 2024218",2024218,350.0,0.0,350.0,1100,Rekening-courant bank,0,0
2025-01-14,2025-01,1600,Crediteuren,,,False,PICNIC BY BUCKAROO Picnic 09-01-2025,BON_20250110_3625,56.51,0.0,56.51,1100,Rekening-courant bank,0,0
2025-01-14,2025-01,1600,Crediteuren,,,False,UPS,202501141401,0.0,27.66,-27.66,1600,Crediteuren,0,0
2025-01-14,2025-01,1600,Crediteuren,,,False,NS Reizigers B.V.,440017014730,0.0,253.88,-253.88,1600,Crediteuren,0,0
2025-01-14,2025-01,1600,Crediteuren,,,False,Sligro Food Group N.V.,10003806659,0.0,1010.49,-1010.49,1600,Crediteuren,0,0
2025-01-14,2025-01,1600,Crediteuren,,,False,Picnic B.V.,BON_20250114_3311,0.0,86.85,-86.85,1600,Crediteuren,0,0
2025-01-14,2025-01,1600,Crediteuren,,,False,QSTA B.V.,VF900291297,0.0,223.06,-223.06,1600,Crediteuren,0,0
2025-01-14,2025-01,1679,Btw te vorderen laag (inkopen),,,False,NS Reizigers B.V.,440017014730,20.96,0.0,20.96,1600,Crediteuren,9,0
2025-01-14,2025-01,1679,Btw te vorderen laag (inkopen),,,False,Sligro Food Group N.V.,10003806659,67.26,0.0,67.26,1600,Crediteuren,9,0
2025-01-14,2025-01,1679,Btw te vorderen laag (inkopen),,,False,Picnic B.V.,BON_20250114_3311,7.17,0.0,7.17,1600,Crediteuren,9,0
2025-01-14,2025-01,1679,Btw te vorderen laag (inkopen),,,False,QSTA B.V.,VF900291297,18.42,0.0,18.42,1600,Crediteuren,9,0
2025-01-14,2025-01,1680,Btw te vorderen hoog (inkopen),,,False,Jonkmans ,C00076,5.21,0.0,5.21,1600,Crediteuren,21,0
2025-01-14,2025-01,1680,Btw te vorderen hoog (inkopen),,,False,UPS,202501141401,3.19,0.0,3.19,1600,Crediteuren,21,0
2025-01-14,2025-01,1680,Btw te vorderen hoog (inkopen),,,False,Sligro Food Group N.V.,10003806659,32.39,0.0,32.39,1600,Crediteuren,21,0
2025-01-14,2025-01,4290,Overige huisvestingskosten,Occupancy – Other,Occupancy,True,Jonkmans ,C00076,24.79,0.0,24.79,1600,Crediteuren,21,0
2025-01-14,2025-01,4290,Overige huisvestingskosten,Occupancy – Other,Occupancy,True,Sligro Food Group N.V.,10003806659,154.25,0.0,154.25,1600,Crediteuren,21,0
2025-01-14,2025-01,4290,Overige huisvestingskosten,Occupancy – Other,Occupancy,True,Sligro Food Group N.V.,10003806659,9.26,0.0,9.26,1600,Crediteuren,0,0
2025-01-14,2025-01,4406,Reis- en verblijfkosten,SG&A – Travel & Entertainment,SG&A,True,NS Reizigers B.V.,440017014730,232.92,0.0,232.92,1600,Crediteuren,9,0
2025-01-14,2025-01,4601,Porti,SG&A – Shipping,SG&A,True,UPS,202501141401,15.2,0.0,15.2,1600,Crediteuren,21,0
2025-01-14,2025-01,4601,Porti,SG&A – Shipping,SG&A,True,UPS,202501141401,9.27,0.0,9.27,1600,Crediteuren,0,0
2025-01-14,2025-01,7001,Inkopen eten en drinken laag (Kiosk),COGS – Food & Bev Kiosk,COGS,True,Sligro Food Group N.V.,10003806659,747.33,0.0,747.33,1600,Crediteuren,9,0
2025-01-14,2025-01,7001,Inkopen eten en drinken laag (Kiosk),COGS – Food & Bev Kiosk,COGS,True,Leverancier onbekend,BON_20250114_3311,79.68,0.0,79.68,1600,Crediteuren,9,0
2025-01-14,2025-01,7001,Inkopen eten en drinken laag (Kiosk),COGS – Food & Bev Kiosk,COGS,True,QSTA B.V.,VF900291297,204.64,0.0,204.64,1600,Crediteuren,9,0
2025-01-14,2025-01,7024,Inkopen Matcha Tools import buiten EU,COGS – Matcha,COGS,True,YANTAI FOCHI KITCHENWARE CO. LTD,2024,1549.21,0.0,1549.21,1600,Crediteuren,0,0
2025-01-15,2025-01,1100,Rekening-courant bank,,,False,Jonkmans Jonkmans Bloemen AMSTERDAM NLD 14-01-2025 13:18 TERMINALID: 5H1T01 PASVOLGNR: 002 TRANSACTIENR: C00076,,0.0,30.0,-30.0,1100,Rekening-courant bank,0,0
2025-01-15,2025-01,1100,Rekening-courant bank,,,False,Anvar Kulakhmedov Website Design prepayment -Invoice 15-01,,0.0,1600.0,-1600.0,1100,Rekening-courant bank,0,0
2025-01-15,2025-01,1100,Rekening-courant bank,,,False,Stripe Technology Europe Ltd Lightspeed F9J9Z7,,61.34,0.0,61.34,1100,Rekening-courant bank,0,0
2025-01-15,2025-01,1100,Rekening-courant bank,,,False,"Adyen N.V. TX47411723800XT batch 199, Lera-Amsterdam",,663.58,0.0,663.58,1100,Rekening-courant bank,0,0
2025-01-15,2025-01,1100,Rekening-courant bank,,,False,UNITED PARCEL SERVICE NEDERLAND B.V. CNT3M2SVFLKWQQF32M9QI 7180244587219844 PRODUPS100050596654,,0.0,27.66,-27.66,1100,Rekening-courant bank,0,0
2025-01-15,2025-01,1100,Rekening-courant bank,,,False,WKsoftijsmachines B.V. Ophalen kosten compensation,,0.0,180.0,-180.0,1100,Rekening-courant bank,0,0
2025-01-15,2025-01,1204,Ontvangsten Adyen (Kiosk),,,False,"Adyen N.V. TX47411723800XT batch 199, Lera-Amsterdam",,0.0,663.58,-663.58,1100,Rekening-courant bank,0,0
2025-01-15,2025-01,1205,Ontvangsten Stripe (Lightspeed),,,False,Stripe Technology Europe Ltd Lightspeed F9J9Z7,,0.0,61.34,-61.34,1100,Rekening-courant bank,0,0
2025-01-15,2025-01,1600,Crediteuren,,,False,USHIJIMASEICHA INC.,1072,0.0,755.59,-755.59,1600,Crediteuren,0,0
2025-01-15,2025-01,1600,Crediteuren,,,False,Anvar Kulakhmedov,ATSIRE01FR/8,0.0,1600.0,-1600.0,1600,Crediteuren,0,0
2025-01-15,2025-01,1600,Crediteuren,,,False,Jonkmans Jonkmans Bloemen AMSTERDAM NLD 14-01-2025 13:18 TERMINALID: 5H1T01 PASVOLGNR: 002 TRANSACTIENR: C00076,C00076,30.0,0.0,30.0,1100,Rekening-courant bank,0,0
2025-01-15,2025-01,1600,Crediteuren,,,False,Anvar Kulakhmedov Website Design prepayment -Invoice 15-01,ATSIRE01FR/8,1600.0,0.0,1600.0,1100,Rekening-courant bank,0,0
2025-01-15,2025-01,1600,Crediteuren,,,False,UNITED PARCEL SERVICE NEDERLAND B.V. CNT3M2SVFLKWQQF32M9QI 7180244587219844 PRODUPS100050596654,202501141401,27.66,0.0,27.66,1100,Rekening-courant bank,0,0
2025-01-15,2025-01,1600,Crediteuren,,,False,WKsoftijsmachines B.V. Ophalen kosten compensation,202500110,180.0,0.0,180.0,1100,Rekening-courant bank,0,0
2025-01-15,2025-01,7014,Overige advieskosten Binnen EU,SG&A – Professional Services,SG&A,True,Anvar Kulakhmedov,ATSIRE01FR/8,1600.0,0.0,1600.0,1600,Crediteuren,0,0
2025-01-15,2025-01,7020,Inkopen Matcha (KG) import buiten EU,Matcha Company – Matcha,Matcha Company,True,Horii,1072,755.59,0.0,755.59,1600,Crediteuren,0,0
2025-01-16,2025-01,1100,Rekening-courant bank,,,False,NokSeo Invoice 2024-0010,,0.0,775.25,-775.25,1100,Rekening-courant bank,0,0
2025-01-16,2025-01,1100,Rekening-courant bank,,,False,Stripe Technology Europe Ltd Lightspeed G9C6I5,,68.26,0.0,68.26,1100,Rekening-courant bank,0,0
2025-01-16,2025-01,1100,Rekening-courant bank,,,False,"Adyen N.V. TX47445070900XT batch 200, Lera-Amsterdam",,949.08,0.0,949.08,1100,Rekening-courant bank,0,0
2025-01-16,2025-01,1100,Rekening-courant bank,,,False,Ankorstore LCB3AUH 0220594293305959 Ankorstore C1447228,,0.0,64.16,-64.16,1100,Rekening-courant bank,0,0
2025-01-16,2025-01,1100,Rekening-courant bank,,,False,STICHTING MOLLIE PAYMENTS Niet voorradig,,78.21,0.0,78.21,1100,Rekening-courant bank,0,0
2025-01-16,2025-01,1204,Ontvangsten Adyen (Kiosk),,,False,"Adyen N.V. TX47445070900XT batch 200, Lera-Amsterdam",,0.0,949.08,-949.08,1100,Rekening-courant bank,0,0
2025-01-16,2025-01,1205,Ontvangsten Stripe (Lightspeed),,,False,Stripe Technology Europe Ltd Lightspeed G9C6I5,,0.0,68.26,-68.26,1100,Rekening-courant bank,0,0
2025-01-16,2025-01,1600,Crediteuren,,,False,Shopify International Limited,BON_20250116_4520,0.0,50.08,-50.08,1600,Crediteuren,0,0
2025-01-16,2025-01,1600,Crediteuren,,,False,Disposable Group B.V.,20255932,0.0,184.97,-184.97,1600,Crediteuren,0,0
2025-01-16,2025-01,1600,Crediteuren,,,False,NokSeo Invoice 2024-0010,2024-0010,775.25,0.0,775.25,1100,Rekening-courant bank,0,0
2025-01-16,2025-01,1600,Crediteuren,,,False,Ankorstore LCB3AUH 0220594293305959 Ankorstore C1447228,FR0006FF,164.16,0.0,164.16,1100,Rekening-courant bank,0,0
2025-01-16,2025-01,1600,Crediteuren,,,False,TWO SISTERS PATISSERIE AMSTERDAM,00000058,0.0,404.8,-404.8,1600,Crediteuren,0,0
2025-01-16,2025-01,1600,Crediteuren,,,False,Ankorstore LCB3AUH 0220594293305959 Ankorstore C1447228,AS-2025-02080978,0.0,100.0,-100.0,1100,Rekening-courant bank,0,0
2025-01-16,2025-01,1600,Crediteuren,,,False,Aleitte Company,F00016,0.0,719.83,-719.83,1600,Crediteuren,0,0
2025-01-16,2025-01,1600,Crediteuren,,,False,My secret ventures LTD,IE000B04-2500029,0.0,76.8,-76.8,1600,Crediteuren,0,0
2025-01-16,2025-01,1679,Btw te vorderen laag (inkopen),,,False,TWO SISTERS PATISSERIE AMSTERDAM,00000058,33.42,0.0,33.42,1600,Crediteuren,9,0
2025-01-16,2025-01,1679,Btw te vorderen laag (inkopen),,,False,STICHTING MOLLIE PAYMENTS Niet voorradig,,0.0,6.46,-6.46,1100,Rekening-courant bank,9,0
2025-01-16,2025-01,1680,Btw te vorderen hoog (inkopen),,,False,Disposable Group B.V.,20255932,32.1,0.0,32.1,1600,Crediteuren,21,0
2025-01-16,2025-01,1680,Btw te vorderen hoog (inkopen),,,False,Aleitte Company,F00016,124.93,0.0,124.93,1600,Crediteuren,21,0
2025-01-16,2025-01,4208,Schoonmaakkosten,Occupancy – Maintenance,Occupancy,True,Aleitte Company,F00016,594.9,0.0,594.9,1600,Crediteuren,21,0
2025-01-16,2025-01,4327,Verpakkingsmaterialen,COGS – Packaging,COGS,True,Disposable Group B.V.,20255932,152.87,0.0,152.87,1600,Crediteuren,21,0
2025-01-16,2025-01,4611,Contributies en abonnementen binnen EU,SG&A – Subscriptions,SG&A,True,Shopify International Limited,BON_20250116_4520,50.08,0.0,50.08,1600,Crediteuren,0,0
2025-01-16,2025-01,7001,Inkopen eten en drinken laag (Kiosk),COGS – Food & Bev Kiosk,COGS,True,STICHTING MOLLIE PAYMENTS Niet voorradig,,0.0,71.75,-71.75,1100,Rekening-courant bank,9,0
2025-01-16,2025-01,7001,Inkopen eten en drinken laag (Kiosk),COGS – Food & Bev Kiosk,COGS,True,TWO SISTERS PATISSERIE AMSTERDAM,00000058,371.38,0.0,371.38,1600,Crediteuren,9,0
2025-01-16,2025-01,7010,Inkopen import binnen EU,COGS – Retail & Other,COGS,True,My secret ventures LTD,IE000B04-2500029,76.8,0.0,76.8,1600,Crediteuren,0,0
2025-01-17,2025-01,1100,Rekening-courant bank,,,False,NS Reizigers B.V. Factuur: 440017014730,,0.0,253.88,-253.88,1100,Rekening-courant bank,0,0
2025-01-17,2025-01,1100,Rekening-courant bank,,,False,Disposable Group B.V. b733d3b4f6d5daa269f0957e046fb5b6 8152646684362644 20255932 Disposable Group B.V.,,0.0,184.97,-184.97,1100,Rekening-courant bank,0,0
2025-01-17,2025-01,1100,Rekening-courant bank,,,False,Shopify International Limited Shopify. 318883872,,0.0,50.08,-50.08,1100,Rekening-courant bank,0,0
2025-01-17,2025-01,1100,Rekening-courant bank,,,False,"Heineken Sligro St. DG ,10003806659 /14.1.2025 ,",,0.0,1010.49,-1010.49,1100,Rekening-courant bank,0,0
2025-01-17,2025-01,1100,Rekening-courant bank,,,False,PICNIC BY BUCKAROO Picnic 14-01-2025,,0.0,86.85,-86.85,1100,Rekening-courant bank,0,0
2025-01-17,2025-01,1100,Rekening-courant bank,,,False,Mw IS Nikitina Return - from payment 23-10-2024,,0.0,100.0,-100.0,1100,Rekening-courant bank,0,0
2025-01-17,2025-01,1100,Rekening-courant bank,,,False,"Adyen N.V. TX47484554500XT batch 201, Lera-Amsterdam",,505.63,0.0,505.63,1100,Rekening-courant bank,0,0
2025-01-17,2025-01,1200,Kruisposten,,,False,Mw IS Nikitina Return - from payment 23-10-2024,,100.0,0.0,100.0,1100,Rekening-courant bank,0,0
2025-01-17,2025-01,1204,Ontvangsten Adyen (Kiosk),,,False,"Adyen N.V. TX47484554500XT batch 201, Lera-Amsterdam",,0.0,505.63,-505.63,1100,Rekening-courant bank,0,0
2025-01-17,2025-01,1600,Crediteuren,,,False,NS Reizigers B.V. Factuur: 440017014730,440017014730,253.88,0.0,253.88,1100,Rekening-courant bank,0,0
2025-01-17,2025-01,1600,Crediteuren,,,False,Disposable Group B.V. b733d3b4f6d5daa269f0957e046fb5b6 8152646684362644 20255932 Disposable Group B.V.,20255932,184.97,0.0,184.97,1100,Rekening-courant bank,0,0
2025-01-17,2025-01,1600,Crediteuren,,,False,Shopify International Limited Shopify. 318883872,BON_20250116_4520,50.08,0.0,50.08,1100,Rekening-courant bank,0,0
2025-01-17,2025-01,1600,Crediteuren,,,False,"Heineken Sligro St. DG ,10003806659 /14.1.2025 ,",10003806659,1010.49,0.0,1010.49,1100,Rekening-courant bank,0,0
2025-01-17,2025-01,1600,Crediteuren,,,False,PICNIC BY BUCKAROO Picnic 14-01-2025,BON_20250114_3311,86.85,0.0,86.85,1100,Rekening-courant bank,0,0
2025-01-17,2025-01,1600,Crediteuren,,,False,Silicon,PI00501392,0.0,2186.99,-2186.99,1600,Crediteuren,0,0
2025-01-17,2025-01,1600,Crediteuren,,,False,Anvar Kulakhmedov,17.01.2025,0.0,1675.0,-1675.0,1600,Crediteuren,0,0
2025-01-17,2025-01,1600,Crediteuren,,,False,Anvar Kulakhmedov,17.01.2025,1675.0,0.0,1675.0,2011,Tussenrekening memoriaal,0,0
2025-01-17,2025-01,1600,Crediteuren,,,False,djoon,2024,0.0,167.05,-167.05,1600,Crediteuren,0,0
2025-01-17,2025-01,1600,Crediteuren,,,False,Goodio Chocolate,1CXCEXYNLR00000144,0.0,148.5,-148.5,1600,Crediteuren,0,0
2025-01-17,2025-01,2011,Tussenrekening memoriaal,,,False,Facturen betaald door Hrybov & Gritz Holding B.V. ,,0.0,0.0,0.0,2011,Tussenrekening memoriaal,0,0
2025-01-17,2025-01,555,Lening Hrybov & Gritz Holding B.V.,,,False,Facturen betaald door Hrybov & Gritz Holding B.V. ,,0.0,1675.0,-1675.0,2011,Tussenrekening memoriaal,0,0
2025-01-17,2025-01,7011,Inkopen Retail binnen EU hoog,COGS – Retail & Other,COGS,True,djoon,2024,167.05,0.0,167.05,1600,Crediteuren,0,0
2025-01-17,2025-01,7011,Inkopen Retail binnen EU hoog,COGS – Retail & Other,COGS,True,Goodio Chocolate,1CXCEXYNLR00000144,148.5,0.0,148.5,1600,Crediteuren,0,0
2025-01-17,2025-01,7014,Overige advieskosten Binnen EU,SG&A – Professional Services,SG&A,True,Anvar Kulakhmedov,17.01.2025,1675.0,0.0,1675.0,1600,Crediteuren,0,0
2025-01-17,2025-01,7021,Inkopen Retail buiten EU hoog,COGS – Retail & Other,COGS,True,Silicon,PI00501392,2186.99,0.0,2186.99,1600,Crediteuren,0,0
2025-01-18,2025-01,1600,Crediteuren,,,False,Baux Pastry,INV/2025/00021,0.0,340.3,-340.3,1600,Crediteuren,0,0
2025-01-18,2025-01,1600,Crediteuren,,,False,Ziggo Services B.V.,320047097575,0.0,65.94,-65.94,1600,Crediteuren,0,0
2025-01-18,2025-01,1679,Btw te vorderen laag (inkopen),,,False,Baux Pastry,INV/2025/00021,26.1,0.0,26.1,1600,Crediteuren,9,0
2025-01-18,2025-01,1680,Btw te vorderen hoog (inkopen),,,False,Baux Pastry,INV/2025/00021,4.2,0.0,4.2,1600,Crediteuren,21,0
2025-01-18,2025-01,1680,Btw te vorderen hoog (inkopen),,,False,Ziggo Services B.V.,320047097575,11.44,0.0,11.44,1600,Crediteuren,21,0
2025-01-18,2025-01,4601,Porti,SG&A – Shipping,SG&A,True,Baux Pastry,INV/2025/00021,20.0,0.0,20.0,1600,Crediteuren,21,0
2025-01-18,2025-01,4606,Contributies en abonnementen,SG&A – Subscriptions,SG&A,True,Ziggo Services B.V.,320047097575,54.5,0.0,54.5,1600,Crediteuren,21,0
2025-01-18,2025-01,7001,Inkopen eten en drinken laag (Kiosk),COGS – Food & Bev Kiosk,COGS,True,Baux Pastry,INV/2025/00021,290.0,0.0,290.0,1600,Crediteuren,9,0
2025-01-19,2025-01,1600,Crediteuren,,,False,Picnic B.V.,BON_20250119_4946,0.0,63.74,-63.74,1600,Crediteuren,0,0
2025-01-19,2025-01,1600,Crediteuren,,,False,Matcha Passion GmbH,UDVENTW8S400000070,0.0,361.2,-361.2,1600,Crediteuren,0,0
2025-01-19,2025-01,1600,Crediteuren,,,False,CLÃ’IMH B.V.,CLO001,0.0,986.25,-986.25,1600,Crediteuren,0,0
2025-01-19,2025-01,1679,Btw te vorderen laag (inkopen),,,False,Picnic B.V.,BON_20250119_4946,5.26,0.0,5.26,1600,Crediteuren,9,0
2025-01-19,2025-01,1680,Btw te vorderen hoog (inkopen),,,False,CLÃ’IMH B.V.,CLO001,171.17,0.0,171.17,1600,Crediteuren,21,0
2025-01-19,2025-01,7001,Inkopen eten en drinken laag (Kiosk),COGS – Food & Bev Kiosk,COGS,True,Picnic B.V.,BON_20250119_4946,58.48,0.0,58.48,1600,Crediteuren,9,0
2025-01-19,2025-01,7002,Inkopen Retail (NL) hoog,COGS – Retail & Other,COGS,True,CLÃ’IMH B.V.,CLO001,815.08,0.0,815.08,1600,Crediteuren,21,0
2025-01-19,2025-01,7011,Inkopen Retail binnen EU hoog,COGS – Retail & Other,COGS,True,Matcha Passion GmbH,UDVENTW8S400000070,361.2,0.0,361.2,1600,Crediteuren,0,0
2025-01-20,2025-01,1100,Rekening-courant bank,,,False,TWO SISTERS PATISSERIE AMSTERDAM 00000021,,0.0,817.5,-817.5,1100,Rekening-courant bank,0,0
2025-01-20,2025-01,1100,Rekening-courant bank,,,False,Amalia Hadjparvaneh 2024-000050,,0.0,228.0,-228.0,1100,Rekening-courant bank,0,0
2025-01-20,2025-01,1100,Rekening-courant bank,,,False,Baux Pastry INV 2024 00388,,0.0,578.9,-578.9,1100,Rekening-courant bank,0,0
2025-01-20,2025-01,1100,Rekening-courant bank,,,False,NokSeo 2024-0011,,0.0,735.0,-735.0,1100,Rekening-courant bank,0,0
2025-01-20,2025-01,1100,Rekening-courant bank,,,False,Finch B.V. 240806,,0.0,722.3,-722.3,1100,Rekening-courant bank,0,0
2025-01-20,2025-01,1100,Rekening-courant bank,,,False,Mw IS Nikitina SHAREHOLDERS LOAN,,1738.0,0.0,1738.0,1100,Rekening-courant bank,0,0
2025-01-20,2025-01,1100,Rekening-courant bank,,,False,Stripe Technology Europe Ltd Lightspeed Z8M4M6,,295.09,0.0,295.09,1100,Rekening-courant bank,0,0
2025-01-20,2025-01,1100,Rekening-courant bank,,,False,"GORSHKOVA , ALEKSANDRA factura: 2024/13",,0.0,100.0,-100.0,1100,Rekening-courant bank,0,0
2025-01-20,2025-01,1100,Rekening-courant bank,,,False,"Adyen N.V. TX47526082000XT batch 202, Lera-Amsterdam",,724.94,0.0,724.94,1100,Rekening-courant bank,0,0
2025-01-20,2025-01,1100,Rekening-courant bank,,,False,QSTA BV HJ4TB4H6KPDVV3G6S7MO 7180744887113779 121520,,0.0,120.25,-120.25,1100,Rekening-courant bank,0,0
2025-01-20,2025-01,1100,Rekening-courant bank,,,False,Wise X7PZML8MZB9JMTX32I2KW 7180854296232933 TW Payment 1382829444,,0.0,504.45,-504.45,1100,Rekening-courant bank,0,0
2025-01-20,2025-01,1204,Ontvangsten Adyen (Kiosk),,,False,"Adyen N.V. TX47526082000XT batch 202, Lera-Amsterdam",,0.0,724.94,-724.94,1100,Rekening-courant bank,0,0
2025-01-20,2025-01,1205,Ontvangsten Stripe (Lightspeed),,,False,Stripe Technology Europe Ltd Lightspeed Z8M4M6,,0.0,295.09,-295.09,1100,Rekening-courant bank,0,0
2025-01-20,2025-01,1600,Crediteuren,,,False,Hart Delicious B.V.,210263,0.0,181.2,-181.2,1600,Crediteuren,0,0
2025-01-20,2025-01,1600,Crediteuren,,,False,ANKORSTORE,AS-2025-02080978,100.0,0.0,100.0,1600,Crediteuren,0,0
2025-01-20,2025-01,1600,Crediteuren,,,False,Drink Waters,FR0006FF,0.0,164.16,-164.16,1600,Crediteuren,0,0
2025-01-20,2025-01,1600,Crediteuren,,,False,TWO SISTERS PATISSERIE AMSTERDAM 00000021,00000021,817.5,0.0,817.5,1100,Rekening-courant bank,0,0
2025-01-20,2025-01,1600,Crediteuren,,,False,Amalia Hadjparvaneh 2024-000050,2024-000050,228.0,0.0,228.0,1100,Rekening-courant bank,0,0
2025-01-20,2025-01,1600,Crediteuren,,,False,Baux Pastry INV 2024 00388,INV/2024/00388,578.9,0.0,578.9,1100,Rekening-courant bank,0,0
2025-01-20,2025-01,1600,Crediteuren,,,False,NokSeo 2024-0011,2024-0011,735.0,0.0,735.0,1100,Rekening-courant bank,0,0
2025-01-20,2025-01,1600,Crediteuren,,,False,Finch B.V. 240806,240806,722.3,0.0,722.3,1100,Rekening-courant bank,0,0
2025-01-20,2025-01,1600,Crediteuren,,,False,"GORSHKOVA , ALEKSANDRA factura: 2024/13",BON_20241231_5803,100.0,0.0,100.0,1100,Rekening-courant bank,0,0
2025-01-20,2025-01,1600,Crediteuren,,,False,QSTA BV HJ4TB4H6KPDVV3G6S7MO 7180744887113779 121520,VF900291568,75.16,0.0,75.16,1100,Rekening-courant bank,0,0
2025-01-20,2025-01,1600,Crediteuren,,,False,Wise X7PZML8MZB9JMTX32I2KW 7180854296232933 TW Payment 1382829444,1024002,504.45,0.0,504.45,1100,Rekening-courant bank,0,0
2025-01-20,2025-01,1600,Crediteuren,,,False,Koffie Drukker,FA20246638,0.0,299.4,-299.4,1600,Crediteuren,0,0
2025-01-20,2025-01,1600,Crediteuren,,,False,Nata Concept Store,8BUMFZWVUS00000873,0.0,142.5,-142.5,1600,Crediteuren,0,0
2025-01-20,2025-01,1600,Crediteuren,,,False,The Refined Spirit,8M9BKR4ZVW00000041,0.0,201.6,-201.6,1600,Crediteuren,0,0
2025-01-20,2025-01,1600,Crediteuren,,,False,P-Stash,X7SYU3YSYS00000128,0.0,124.32,-124.32,1600,Crediteuren,0,0
2025-01-20,2025-01,1600,Crediteuren,,,False,Ofa Karri,ZGWRYYYQFG00000034,0.0,132.0,-132.0,1600,Crediteuren,0,0
2025-01-20,2025-01,1600,Crediteuren,,,False,QSTA B.V.,VF900291568,0.0,75.16,-75.16,1600,Crediteuren,0,0
2025-01-20,2025-01,1679,Btw te vorderen laag (inkopen),,,False,Hart Delicious B.V.,210263,14.96,0.0,14.96,1600,Crediteuren,9,0
2025-01-20,2025-01,1679,Btw te vorderen laag (inkopen),,,False,QSTA B.V.,VF900291568,6.21,0.0,6.21,1600,Crediteuren,9,0
2025-01-20,2025-01,1679,Btw te vorderen laag (inkopen),,,False,QSTA BV HJ4TB4H6KPDVV3G6S7MO 7180744887113779 121520,,3.72,0.0,3.72,1100,Rekening-courant bank,9,0
2025-01-20,2025-01,1680,Btw te vorderen hoog (inkopen),,,False,Koffie Drukker,FA20246638,51.96,0.0,51.96,1600,Crediteuren,21,0
2025-01-20,2025-01,556,Lening YSN VENTURES Nikitina,,,False,Mw IS Nikitina SHAREHOLDERS LOAN,,0.0,1738.0,-1738.0,1100,Rekening-courant bank,0,0
2025-01-20,2025-01,7001,Inkopen eten en drinken laag (Kiosk),COGS – Food & Bev Kiosk,COGS,True,Hart Delicious B.V.,210263,166.24,0.0,166.24,1600,Crediteuren,9,0
2025-01-20,2025-01,7001,Inkopen eten en drinken laag (Kiosk),COGS – Food & Bev Kiosk,COGS,True,QSTA BV HJ4TB4H6KPDVV3G6S7MO 7180744887113779 121520,,41.37,0.0,41.37,1100,Rekening-courant bank,9,0
2025-01-20,2025-01,7001,Inkopen eten en drinken laag (Kiosk),COGS – Food & Bev Kiosk,COGS,True,QSTA B.V.,VF900291568,68.95,0.0,68.95,1600,Crediteuren,9,0
2025-01-20,2025-01,7004,Inkopen eten en drinken hoog (Kiosk),COGS – Food & Bev Kiosk,COGS,True,Koffie Drukker,FA20246638,247.44,0.0,247.44,1600,Crediteuren,21,0
2025-01-20,2025-01,7010,Inkopen import binnen EU,COGS – Retail & Other,COGS,True,ANKORSTORE,AS-2025-02080978,0.0,100.0,-100.0,1600,Crediteuren,0,0
2025-01-20,2025-01,7011,Inkopen Retail binnen EU hoog,COGS – Retail & Other,COGS,True,Drink Waters,FR0006FF,164.16,0.0,164.16,1600,Crediteuren,0,0
2025-01-20,2025-01,7011,Inkopen Retail binnen EU hoog,COGS – Retail & Other,COGS,True,Leverancier onbekend,8BUMFZWVUS00000873,142.5,0.0,142.5,1600,Crediteuren,0,0
2025-01-20,2025-01,7011,Inkopen Retail binnen EU hoog,COGS – Retail & Other,COGS,True,,8M9BKR4ZVW00000041,201.6,0.0,201.6,1600,Crediteuren,0,0
2025-01-20,2025-01,7011,Inkopen Retail binnen EU hoog,COGS – Retail & Other,COGS,True,,X7SYU3YSYS00000128,124.32,0.0,124.32,1600,Crediteuren,0,0
2025-01-20,2025-01,7011,Inkopen Retail binnen EU hoog,COGS – Retail & Other,COGS,True,Leverancier onbekend,ZGWRYYYQFG00000034,132.0,0.0,132.0,1600,Crediteuren,0,0
2025-01-21,2025-01,1100,Rekening-courant bank,,,False,Flink B.V. F2RCBQF725SWDMG62GJYE 7180106090321808 PO c40da3af-d877-4c41-b66d-ebdb8b46,,0.0,23.7,-23.7,1100,Rekening-courant bank,0,0
2025-01-21,2025-01,1100,Rekening-courant bank,,,False,Faire Wholesale Faire Wholesale Matcha Passion G Faire,,0.0,361.2,-361.2,1100,Rekening-courant bank,0,0
2025-01-21,2025-01,1100,Rekening-courant bank,,,False,Faire Wholesale Faire Wholesale Goodio Chocolate Faire,,0.0,148.5,-148.5,1100,Rekening-courant bank,0,0
2025-01-21,2025-01,1100,Rekening-courant bank,,,False,Stripe Technology Europe Ltd Lightspeed M6L6L1,,108.1,0.0,108.1,1100,Rekening-courant bank,0,0
2025-01-21,2025-01,1100,Rekening-courant bank,,,False,"Adyen N.V. TX47558614700XT batch 203, Lera-Amsterdam",,4609.46,0.0,4609.46,1100,Rekening-courant bank,0,0
2025-01-21,2025-01,1100,Rekening-courant bank,,,False,Faire Wholesale Faire Wholesale djoon Faire,,0.0,167.05,-167.05,1100,Rekening-courant bank,0,0
